kanjiID,kanji,authorsNote,onyomiReadingOne,onyomiReadingTwo,onyomiReadingThree,onyomiVocabWordOne,onyomiVocabWordReadingOne,onyomiVocabWordMeaningOne,onyomiSampleSentenceOne,onyomiSampleSentenceMeaningOne,onyomiVocabWordTwo,onyomiVocabWordReadingTwo,onyomiVocabWordMeaningTwo,onyomiSampleSentenceTwo,onyomiSampleSentenceMeaningTwo,onyomiVocabWordThree,onyomiVocabWordReadingThree,onyomiVocabWordMeaningThree,onyomiSampleSentenceThree,onyomiSampleSentenceMeaningThree,onyomiVocabWordFour,onyomiVocabWordReadingFour,onyomiVocabWordMeaningFour,onyomiSampleSentenceFour,onyomiSampleSentenceMeaningFour,onyomiVocabWordFive,onyomiVocabWordReadingFive,onyomiVocabWordMeaningFive,onyomiSampleSentenceFive,onyomiSampleSentenceMeaningFive,onyomiVocabWordSix,onyomiVocabWordReadingSix,onyomiVocabWordMeaningSix,onyomiSampleSentenceSix,onyomiSampleSentenceMeaningSix,onyomiMultipleChoiceReadingOne,onyomiMultipleChoiceReadingTwo,onyomiMultipleChoiceReadingThree,onyomiMultipleChoiceReadingFour,onyomiMultipleChoiceReadingFive,onyomiMultipleChoiceReadingSix,furiganaOnyomiSampleSentenceOne,furiganaOnyomiSampleSentenceTwo,furiganaOnyomiSampleSentenceThree,furiganaOnyomiSampleSentenceFour,furiganaOnyomiSampleSentenceFive,furiganaOnyomiSampleSentenceSix,associatedLevel
54,木,None,もく,ぼく,None,木曜//よう//日,もくようび,Thursday,木曜日ってなんだか長く感じるよね。,"Thursday feels kind of long, doesn’t it?",,,,,,,,,,,,,,,,,,,,,,,,,,"もく, ぼく, き, もっ",,,,,,"[{'木曜日': 'もくようび'}, {'長': 'なが'}, {'感': 'かん'}]",,,,,,3
55,車,None,しゃ,None,None,空車,くうしゃ,"Empty vehicle, Open Car, Open Taxi",このタクシーは空車です。,This taxi is vacant.,,,,,,,,,,,,,,,,,,,,,,,,,,"しゃ,しゅ,せ,ちょ",,,,,,[{'空車': 'くうしゃ'}],,,,,,3
56,王,None,おう,None,None,王子,おうじ,Prince,昔、勇気のある王子がいました。,"Once upon a time, there was a brave prince.",王女,おうじょ,Princess,王女は王子と一緒に新しい国を作りました。,The princess and the prince built a new kingdom together.,女王,じょおう,Queen,女王は国民に向けてスピーチを行いました。,The queen gave a speech to the nation.,,,,,,,,,,,,,,,,"おう,こう,とう,う","おう,こう,とう,う","おう,こう,しょう,よう",,,,"[{'昔': 'むかし'}, {'勇気': 'ゆうき'}, {'王子': 'おうじ'}]","[{'王女': 'おうじょ'}, {'王子': 'おうじ'}, {'一緒': 'いっしょ'}, {'新': 'あたら'}, {'国': 'くに'}, {'作': 'つく'}]","[{'女王': 'じょおう'}, {'国民': 'こくみん'}, {'向': 'む'}, {'行': 'おこな'}]",,,,3
57,足,None,そく,None,None,不//ふ//足,ふそく,"lack, shortage",この村では水が不足している。,There is a shortage of water in this village.,,,,,,,,,,,,,,,,,,,,,,,,,,"そく,ぞく,あし,さく",,,,,,"[{'村': 'むら'}, {'水': 'みず'}, {'不足': 'ふそく'}]",,,,,,3
58,字,None,じ,None,None,字,じ,"Character, hand-writing","毎日漢字の字を書いて練習しています。(You better be practing everday…I don't know how to write though, only type. Writing kinda waste of time for non-japanese people imo, but don't listen to me.)",I practice writing kanji characters every day.,文字,もじ,"Character, Text",この本の文字が小さすぎて読めません。,The text in this book is too small to read.,,,,,,,,,,,,,,,,,,,,,"じ,し,しゃ,じょ","じ,し,しゃ,じょ",,,,,"[{'毎日': 'まいにち'}, {'漢字': 'かんじ'}, {'字': 'じ'}, {'書': 'か'}, {'練': 'れん'}, {'習': 'しゅう'}]","[{'本': 'ほん'}, {'文字': 'もじ'}, {'小': 'ちい'}, {'読': 'よ'}]",,,,,3
59,音,None,おん,のん,いん,音楽//がく//,おんがく,Music,私はクラシック音楽が好きです。,I like classical music.,,,,,,,,,,,,,,,,,,,,,,,,,,"おん,のん,おと,いん",,,,,,"[{'私': 'わたし'}, {'音楽': 'おんがく'}, {'好': 'す'}]",,,,,,3
60,玉,None,ぎょく,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
61,赤,None,せき,しゃく,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
62,青,None,せい,しょう,None,青年,せいねん,"Young man, Youth",ああ、あの頃の俺、まだ青年だったなあ。懐かしいな。(How I'm currently feeling right now),"Man, I was still a young guy back then. Those were the days.",青春//しゅん//,せいしゅん,Youth,青春時代は人生で一度きりです。,The period of youth comes only once in a lifetime.,,,,,,,,,,,,,,,,,,,,,"せい,しょう,しょ,しゅう","せい,しょう,しょ,しゅう",,,,,"[{'頃': 'ころ'}, {'俺': 'おれ'}, {'青年': 'せいねん'}, {'懐': 'なつ'}]","[{'青春': 'せいしゅん'}, {'時代': 'じだい'}, {'人生': 'じんせい'}, {'一度': 'いちど'}]",,,,,4
63,森,None,しん,None,None,森林,しんりん,Forest,このエリアは森林が広がっています。,This area is covered in forest.,,,,,,,,,,,,,,,,,,,,,,,,,,"しん,もり,りん,もん",,,,,,"[{'森林': 'しんりん'}, {'広': 'ひろ'}]",,,,,,4
64,白,None,はく,びゃく,None,白人,はくじん,White person,上田さん、白人と結婚してアメリカに引っ越したらしいよ。,I heard Ueda-san married a white person and moved to America.,空白,くうはく,Blank space,名前の横に空白があります。,There is a blank next to the name.,,,,,,,,,,,,,,,,,,,,,"はく,しろ,ばく,は","はく,はつ,ばく,みょう",,,,,"[{'上田': 'うえだ'}, {'白人': 'はくじん'}, {'結婚': 'けっこん'}, {'引': 'ひ'}, {'越': 'こ'}]","[{'名前': 'なまえ'}, {'横': 'よこ'}, {'空白': 'くうはく'}]",,,,,4
65,草,None,そう,None,None,草原//げん//,そうげん,"Grassland, Meadow",草原の向こうに山が見えた。,I could see mountains beyond the grassland.,,,,,,,,,,,,,,,,,,,,,,,,,,"そう,しょう,くさ,さい",,,,,,"[{'草原': 'そうげん'}, {'向': 'む'}, {'山': 'やま'}, {'見': 'み'}]",,,,,,4
66,林,None,りん,None,None,山林,さんりん,Mountain forest,山林の中の空気はとてもきれいだ。,The air in the mountain forest is very clean.,,,,,,,,,,,,,,,,,,,,,,,,,,"りん,りゅう,り,りょ",,,,,,"[{'山林': 'さんりん'}, {'中': 'なか'}, {'空気': 'くうき'}]",,,,,,4
67,天,None,てん,None,None,天気,てんき,Weather,いいお天気ですね。,"It is nice weather, isn't it.",天文学,てんもんがく,Astronomy,彼は天文学に興味があり、夜に星を見ています。,He is interested in astronomy and watches the stars at night.,,,,,,,,,,,,,,,,,,,,,"てん,けん,でん,りん","てん,せん,げん,えん",,,,,[{'天気': 'てんき'}],"[{'彼': 'かれ'}, {'天文学': 'てんもんがく'}, {'興味': 'きょうみ'}, {'夜': 'よる'}, {'星': 'ほし'}, {'見': 'み'}]",,,,,4
68,火,None,か,None,None,火曜//よう//日,かようび,Tuesday,火曜日に医者の予約があります。,I have a doctor's appointment on Tuesday.,火山,かざん,Volcano,火山の近くには温泉があります。,There are hot springs near the volcano.,火気,かき,Fire,このエリアでは火気の使用が禁止されています。,The use of open flames is prohibited in this area.,,,,,,,,,,,,,,,,"か,こう,きん,けん","か,ひ,び,ほ","か,ひ,が,は",,,,"[{'火曜日': 'かようび'}, {'医者': 'いしゃ'}, {'予約': 'よやく'}]","[{'火山': 'かざん'}, {'近': 'ちか'}, {'温泉': 'おんせん'}]","[{'火気': 'かき'}, {'使用': 'しよう'}, {'禁止': 'きんし'}]",,,,4
69,花,None,か,None,None,生花,せいか,Fresh flowers,生花の香りが部屋中に広がっています。,The scent of fresh flowers is filling the room.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'生': 'せい'}, {'花': 'か'}, {'香': 'かお'}, {'部屋': 'へや'}, {'中': 'じゅう'}, {'広': 'ひろ'}]",,,,,,4
70,右,None,う,ゆう,None,右折//せつ//,うせつ,Turn right,この先を右折してください。,Please turn right ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,"う,ゆう,みぎ,え",,,,,,"[{'先': 'さき'}, {'右': 'う'}, {'折': 'せつ'}]",,,,,,4
71,左,None,さ,None,None,左右,さゆう,Left and right,左右をよく見て、道を渡ってください。,,,,,,,,,,,,,,,,,,,,,,,,,,,"さ, え, し, こう",,,,,,"[{'左右': 'さゆう'}, {'見': 'み'}, {'道': 'みち'}, {'渡': 'わた'}]",,,,,,4
72,休,None,きゅう,None,None,休日,きゅうじつ,Holiday,休日に、内緒で彼氏とデートしたんだ！,"On my day off, I secretly went on a date with my boyfriend!",休学,きゅうがく,School absence,彼は病気のため、1年間休学することにしました。,He decided to take a one-year leave of absence from school due to illness.,,,,,,,,,,,,,,,,,,,,,"きゅう,くう,きょ,きょう","きゅう,こう,けい,きゃく",,,,,"[{'休日': 'きゅうじつ'}, {'内緒': 'ないしょ'}, {'彼氏': 'かれし'}]","[{'彼': 'かれ'}, {'病気': 'びょうき'}, {'年間': 'ねんかん'}, {'休学': 'きゅうがく'}]",,,,,4
73,虫,None,ちゅう,None,None,昆//こん//虫,こんちゅう,Insect,子供たちは、昆虫が大好きです。,Children love insects.,幼//よう//虫,ようちゅう,Larva,森の中にカブトムシの幼虫がいた。,There was a rhinoceros beetle larva in the forest.,,,,,,,,,,,,,,,,,,,,,"ちゅう,つう,むし,じゅう","ちゅう,ちく,ち,ちん",,,,,"[{'子供': 'こども'}, {'昆': 'こん'}, {'虫': 'ちゅう'}, {'大好': 'だいす'}]","[{'森': 'もり'}, {'中': 'なか'}, {'幼虫': 'ようちゅう'}]",,,,,4
74,夕,None,せき,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75,糸,None,し,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
76,貝,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
77,犬,None,けん,None,None,名犬,めいけん,Famous dog,ハチ公は名犬として有名だった。,Hachiko was famous as a loyal dog.,,,,,,,,,,,,,,,,,,,,,,,,,,"けん,いぬ,ねこ,げん",,,,,,"[{'公': 'こう'}, {'名犬': 'めいけん'}, {'有名': 'ゆうめい'}]",,,,,,4
78,耳,None,じ,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
79,国,None,こく,None,None,中国,ちゅうごく,China,中国は大きな国です。,China is a large country.,四国,しこく,Shikoku,四国は日本の南にあります。,Shikoku is in the south of Japan.,国立,こくりつ,National,彼は国立大学に通っています。,He is attending a national university.,,,,,,,,,,,,,,,,"ごく,ぼく, かく, こお","こく,きょく,ごく,こう","こく,きょく,ごく,こう",,,,"[{'中国': 'ちゅうごく'}, {'大': 'おお'}, {'国': 'くに'}]","[{'四国': 'しこく'}, {'日本': 'にほん'}, {'南': 'みなみ'}]","[{'彼': 'かれ'}, {'国立': 'こくりつ'}, {'大学': 'だいがく'}, {'通': 'かよ'}]",,,,4
80,会,None,かい,None,None,国会,こっかい,Parliament,国会で新しい法律が決まりました。,A new law was decided in the National Diet.,大会,たいかい,Competition,この大会は毎年開催されています。,This tournament is held every year.,入会,にゅうかい,"Membership, Enrollment",彼女は今日、新しいスポーツクラブに入会しました。,She joined a new sports club today.,,,,,,,,,,,,,,,,"かい,がい,さかい,けい","かい,がい,こい,たい","かい,たい,あい,がい",,,,"[{'国会': 'こっかい'}, {'新': 'あたら'}, {'法律': 'ほうりつ'}, {'決': 'き'}]","[{'大': 'たい'}, {'会': 'かい'}, {'毎年': 'まいとし'}, {'開催': 'かいさい'}]","[{'彼女': 'かのじょ'}, {'今日': 'きょう'}, {'新': 'あたら'}, {'入会': 'にゅうかい'}]",,,,4
81,同,None,どう,None,None,同日,どうじつ,Same day,私たちは同日に生まれました。,We were born on the same day.,同一,どういつ,Identical,同一の条件でテストを行いました。,The test was conducted under identical conditions.,,,,,,,,,,,,,,,,,,,,,"どう,とう,じょう,やく","どう,とう,こう,おな",,,,,"[{'私': 'わたし'}, {'同日': 'どうじつ'}, {'生': 'う'}]","[{'同一': 'どういつ'}, {'条件': 'じょうけん'}, {'試験': 'しけん'}, {'行': 'おこな'}]",,,,,5
82,長,None,ちょう,None,None,会長,かいちょう,"President, Chairperson",彼女は生徒会の会長に選ばれました。(Think highest role in an organization),She was elected as the president of the student council.,校長,こうちょう,Principal,夏休みに海で校長先生を見かけて、びっくりした！,I was surprised to see the principal at the beach during summer break!,,,,,,,,,,,,,,,,,,,,,"ちょう,しゃ,よう,じょう","ちょう, しょう, じょう, こう",,,,,"[{'彼女': 'かのじょ'}, {'生徒会': 'せいとかい'}, {'会長': 'かいちょう'}, {'選': 'えら'}]","[{'夏休': 'なつやす'}, {'海': 'うみ'}, {'校長先生': 'こうちょうせんせい'}, {'見': 'み'}]",,,,,5
83,自,None,じ,し,None,自立,じりつ,Independence,友だちは18歳で自立して、一人で世界旅行に行ったんだ。,My friend became independent at 18 and went on a solo trip around the world.,自然//ぜん//,しぜん,Nature,私は自然の中で過ごすのが好きです。,I enjoy spending time in nature.,,,,,,,,,,,,,,,,,,,,,"じ, し, ち, じょ","し,じ,じん,しん",,,,,"[{'友': 'とも'}, {'歳': 'さい'}, {'自立': 'じりつ'}, {'一人': 'ひとり'}, {'世界': 'せかい'}, {'旅行': 'りょこう'}, {'行': 'い'}]","[{'私': 'わたし'}, {'自然': 'しぜん'}, {'中': 'なか'}, {'過': 'す'}, {'好': 'す'}]",,,,,5
84,時,None,じ,None,None,時間,じかん,Time,あと5分で時間が終わります。,Time will be up in five minutes.,同時,どうじ,"At the same time, Simultaneously",彼女はトイレにいながら、同時にスマホをいじってたんだ。(Aren't we all - haha),"She was on the toilet, using her smartphone at the same time.",日時,にちじ,Date and time,会議の日時を教えてください。,Please let me know the date and time of the meeting.,,,,,,,,,,,,,,,,"じ,き,し,ゆう","じ,し,ぢ,ぢょ","じ,し,とき,じん",,,,"[{'時間': 'じかん'}, {'分': 'ふん'}, {'終': 'お'}]","[{'彼女': 'かのじょ'}, {'同時': 'どうじ'}]","[{'会議': 'かいぎ'}, {'日時': 'にちじ'}, {'教': 'おし'}]",,,,5
85,行,None,こう,ぎょう,あん,旅//りょ//行,りょこう,"Travel, Trip",旅行のために、飛行機のチケットとホテルを予約しました。,I booked a plane ticket and a hotel for the trip.,,,,,,,,,,,,,,,,,,,,,,,,,,"こう,ぎょう,あん,おう",,,,,,"[{'旅行': 'りょこう'}, {'飛行機': 'ひこうき'}, {'予約': 'よやく'}]",,,,,,5
86,社,None,しゃ,None,None,会社,かいしゃ,Company,彼は大手の会社で働いています。,He works for a large company.,社長,しゃちょう,"Company President, CEO",社長が突然会社を辞めて、みんな驚いていた。,"The president suddenly quit the company, and everyone was shocked.",社会,しゃかい,Society,今日の社会では、子どもたちはスマホが大好きで、ほとんど手放しません。,"In today’s society, kids love their smartphones and hardly ever put them down.",入社,にゅうしゃ,Joining a company,入社の日に社長と話しました。,I talked to the president on the day I joined the company,,,,,,,,,,,"しゃ,じゃ,しょ,しゃん","しゃ,さ,し,しょ","しゃ,しょ,しゅ,じゃ","しゃ, じゃ, さ, しゅ",,,"[{'彼': 'かれ'}, {'大手': 'おおて'}, {'会社': 'かいしゃ'}, {'働': 'はたら'}]","[{'社長': 'しゃちょう'}, {'突然': 'とつぜん'}, {'会社': 'かいしゃ'}, {'辞': 'や'}, {'驚': 'おどろ'}]","[{'今日': 'こんにち'}, {'社会': 'しゃかい'}, {'子': 'こ'}, {'大': 'だい'}, {'好': 'す'}, {'手放': 'てばな'}]","[{'入社': 'にゅうしゃ'}, {'日': 'ひ'}, {'社長': 'しゃちょう'}, {'話': 'はな'}]",,,5
87,内,None,ない,None,None,町内,ちょうない,"District, Neighborhood",町内でお祭りが行われます。,A festival is being held in the neighborhood.,国内,こくない,Domestic,今年は国内旅行だけにするつもりです。,"This year, I’m planning to travel only within the country",社内,しゃない,Within a company,社内で会議があります。,There’s a meeting within the company.,,,,,,,,,,,,,,,,"ない,あい,はい,かい","ない,たい,だい,ないく","ない,はい,に,しゅ",,,,"[{'町内': 'ちょうない'}, {'祭': 'まつ'}, {'行': 'おこな'}]","[{'今年': 'ことし'}, {'国': 'こく'}, {'内': 'ない'}, {'旅行': 'りょこう'}]","[{'社内': 'しゃない'}, {'会議': 'かいぎ'}]",,,,5
88,分,None,ぶん,ふん,ぶ,分,ふん,Minute,あと5分で昼休みです。,"In five more minutes, it's lunchtime.",気分,きぶん,Feeling,気分が悪くて、早退しました。,"I wasn’t feeling well, so I left work early.",十分,じゅうぶん,Enough,その説明は十分わかりやすかったので、追加の質問はありません。,"The explanation was clear enough, so I don’t have any additional questions",自分,じぶん,"Oneself, Self",自分で料理を作るのが好きです。,I like cooking for myself.,,,,,,,,,,,"ふん,ぶん,ぶ,ぷん","ぶん,べん,ぶ,ぷん","ぶん,ぷん,ふん,だん","ぶん,ぷん,ふん,ひん",,,"[{'分': 'ふん'}, {'昼': 'ひる'}, {'休': 'やす'}]","[{'気分': 'きぶん'}, {'悪': 'わる'}, {'早退': 'そうたい'}]","[{'説明': 'せつめい'}, {'十分': 'じゅうぶん'}, {'追加': 'ついか'}, {'質問': 'しつもん'}]","[{'自分': 'じぶん'}, {'料理': 'りょうり'}, {'作': 'つく'}, {'好': 'す'}]",,,5
89,後,None,ご,こう,None,後日,ごじつ,"Later date, Another day",詳細については後日お知らせします。,We will inform you of the details at a later date.,後半//はん//,こうはん,"The second half, latter half",試合の後半に彼がゴールを決めました。,He scored a goal in the second half of the match.,,,,,,,,,,,,,,,,,,,,,"ご,こ,あと,き","こう,ご,こ,あと",,,,,"[{'詳細': 'しょうさい'}, {'後日': 'ごじつ'}, {'知': 'し'}]","[{'試合': 'しあい'}, {'後半': 'こうはん'}, {'彼': 'かれ'}, {'決': 'き'}]",,,,,5
90,前,None,ぜん,None,None,前日,ぜんじつ,Previous day,デートの前日に、何を着るかずっと悩んでいました。,I spent the whole day before the date worrying about what to wear.,目前,もくぜん,"Approaching, Imminent",プロジェクトの締め切りが目前です。,The project deadline is fast approaching.,前後,ぜんご,Before and after,彼は会議の前後に他の予定があります。,He has other appointments before and after the meeting.,,,,,,,,,,,,,,,,"ぜん,えん,せん,てん","ぜん,せん,じん,じ","ぜん,せん,えん,けん",,,,"[{'前日': 'ぜんじつ'}, {'何': 'なに'}, {'着': 'き'}, {'悩': 'なや'}]","[{'締': 'し'}, {'切': 'き'}, {'目前': 'もくぜん'}]","[{'彼': 'かれ'}, {'会議': 'かいぎ'}, {'前後': 'ぜんご'}, {'他': 'ほか'}, {'予定': 'よてい'}, {'有': 'あ'}]",,,,5
91,地,None,ち,じ,None,土地,とち,Land,彼は新しい土地を買いました。,He bought a new piece of land.,地上,ちじょう,Above ground,地上に出てから、駅が見えました。,"After coming above ground, I could see the station.",地面//めん//,じめん,"Ground, Surface",雨が降った後、地面が濡れています。,The ground is wet after the rain.,,,,,,,,,,,,,,,,"ち,し,じ,つち","ち,じ,と,しゃ","じ,ち,し,き",,,,"[{'彼': 'かれ'}, {'新': 'あたら'}, {'土地': 'とち'}, {'買': 'か'}]","[{'地上': 'ちじょう'}, {'出': 'で'}, {'駅': 'えき'}, {'見': 'み'}]","[{'雨': 'あめ'}, {'降': 'ふ'}, {'後': 'あと'}, {'地面': 'じめん'}, {'濡': 'ぬ'}]",,,,5
