kanjiID,kanji,authorsNote,kunyomiReadingOne,kunyomiReadingTwo,kunyomiReadingThree,kunyomiVocabWordOne,kunyomiVocabWordReadingOne,kunyomiVocabWordMeaningOne,kunyomiSampleSentenceOne,kunyomiSampleSentenceMeaningOne,kunyomiVocabWordTwo,kunyomiVocabWordReadingTwo,kunyomiVocabWordMeaningTwo,kunyomiSampleSentenceTwo,kunyomiSampleSentenceMeaningTwo,kunyomiVocabWordThree,kunyomiVocabWordReadingThree,kunyomiVocabWordMeaningThree,kunyomiSampleSentenceThree,kunyomiSampleSentenceMeaningThree,kunyomiVocabWordFour,kunyomiVocabWordReadingFour,kunyomiVocabWordMeaningFour,kunyomiSampleSentenceFour,kunyomiSampleSentenceMeaningFour,kunyomiVocabWordFive,kunyomiVocabWordReadingFive,kunyomiVocabWordMeaningFive,kunyomiSampleSentenceFive,kunyomiSampleSentenceMeaningFive,kunyomiVocabWordSix,kunyomiVocabWordReadingSix,kunyomiVocabWordMeaningSix,kunyomiSampleSentenceSix,kunyomiSampleSentenceMeaningSix,kunyomiMultipleChoiceReadingOne,kunyomiMultipleChoiceReadingTwo,kunyomiMultipleChoiceReadingThree,kunyomiMultipleChoiceReadingFour,kunyomiMultipleChoiceReadingFive,kunyomiMultipleChoiceReadingSix,furiganaKunyomiSampleSentenceOne,furiganaKunyomiSampleSentenceTwo,furiganaKunyomiSampleSentenceThree,furiganaKunyomiSampleSentenceFour,furiganaKunyomiSampleSentenceFive,furiganaKunyomiSampleSentenceSix,associatedLevel
60,玉,None,たま,None,None,玉,たま,Ball,子どもたちは公園で玉遊びをしています。,The children are playing with a ball in the park. ,玉ねぎ,たまねぎ ,Onion,カレーを作るために、玉ねぎを切っています,I'm chopping onions to make curry.,玉子,たまご,Egg,ラーメンに玉子が入っているのがすごく好きなんだ。,I really like having an egg in my ramen.,,,,,,,,,,,,,,,,"たま,だま,たまご,ま","たま,しん,まる,はく","たま,たも,だま,たみ",,,,"[{'子': 'こ'}, {'公園': 'こうえん'}, {'玉遊': 'たまあそ'}]","[{'作': 'つく'}, {'玉': 'たま'}, {'切': 'き'}]","[{'玉子': 'たまご'}, {'入': 'はい'}, {'好': 'す'}]",,,,3
61,赤,Here is where I stopped using base noun as vocab word,あか,None,None,赤い,あかい,Red,赤い花が好きです。,I like red flowers.,赤ちゃん,あかちゃん,Baby,赤ちゃんが笑っています。,The baby is laughing.,赤字,あかじ,Deficit,今年の会社の決算は赤字でした。,"This year, the company’s financial results were in the red.",,,,,,,,,,,,,,,,"あか,あき,あま,あれ","あか,あお,あき,あい","あか,あお,あき,さく",,,,"[{'赤': 'あか'}, {'花': 'はな'}, {'好': 'す'}]","[{'赤': 'あか'}, {'笑': 'わら'}]","[{'今年': 'ことし'}, {'会社': 'かいしゃ'}, {'決算': 'けっさん'}, {'赤字': 'あかじ'}]",,,,4
62,青,None,あお,None,None,青い,あおい,Blue,空はいつも青いです。,The sky is always blue.,青空,あおぞら,Blue Sky ,青空の下で友達とお弁当を食べるのって、いいよね？,Isn't it nice to eat lunch under the blue sky with friends?,,,,,,,,,,,,,,,,,,,,,"あお,あか,あおう,あこ","あお,さお,あか,あさい",,,,,"[{'空': 'そら'}, {'青': 'あお'}]","[{'青空': 'あおぞら'}, {'下': 'した'}, {'友達': 'ともだち'}, {'弁当': 'べんとう'}, {'食': 'た'}]",,,,,4
63,森,None,もり,None,None,森,もり,Forest,子供たちが森で遊んでいる。,The children are playing in the forest.,,,,,,,,,,,,,,,,,,,,,,,,,,"もり,むり,まり,もる",,,,,,"[{'子供': 'こども'}, {'森': 'もり'}, {'遊': 'あそ'}]",,,,,,4
64,白,None,しろ,しら,None,白い,しろい,White,子供の頃、スポットという名前の白い猫を飼っていました。,"When I was young, I had a white cat named Spot.",青白い,あおじろい,Pale,彼の顔が青白くなっていて、びっくりした。,I was surprised to see his face turn pale.,,,,,,,,,,,,,,,,,,,,,"しろ,はく,じろ,みょ","じろ,うしろ,しら,ひろ",,,,,"[{'子供': 'こども'}, {'頃': 'ころ'}, {'名': 'な'}, {'前': 'まえ'}, {'白': 'しろ'}, {'猫': 'ねこ'}, {'飼': 'か'}]","[{'彼': 'かれ'}, {'顔': 'かお'}, {'青': 'あお'}, {'白': 'じろ'}]",,,,,4
65,草,None,くさ,None,None,草,くさ,"Grass, Lol",庭に草がたくさん生えている。,There is a lot of grass growing in the yard.,草,くさ,"Lol, Grass","そんなこと言うなんて、めっちゃ草！(The term ""草"" is internet slang for laughter, as multiple ""w""s -short for ""笑""- resemble grass.)","What you said is so funny, lol!",,,,,,,,,,,,,,,,,,,,,"くさ,みど,はな,き","くさ,たさ,ちさ,そさ",,,,,"[{'庭': 'にわ'}, {'草': 'くさ'}, {'生': 'は'}]","[{'言': 'い'}, {'草': 'くさ'}]",,,,,4
66,林,None,はやし,None,None,林,はやし,"Grove, Forest",小さな林の中を歩いた。,I walked through a small grove.,,,,,,,,,,,,,,,,,,,,,,,,,,"はやし,こばやし,やし,はや",,,,,,"[{'小': 'ちい'}, {'林': 'はやし'}, {'中': 'なか'}, {'歩': 'ある'}]",,,,,,4
67,天,None,あめ,あま,None,天の川,あまのがわ,Milky Way,天の川は本当に美しいですね。,"The Milky Way is really beautiful, isn't it?",,,,,,,,,,,,,,,,,,,,,,,,,,"あま,はま,たま,うま",,,,,,"[{'天': 'あま'}, {'川': 'がわ'}, {'本当': 'ほんとう'}, {'美': 'うつく'}]",,,,,,4
68,火,None,ひ,None,None,火,ひ,Fire,火をつけないでください。,Please do not light a fire.,,,,,,,,,,,,,,,,,,,,,,,,,,"ひ,び,ぴ,こ",,,,,,[{'火': 'ひ'}],,,,,,4
69,花,None,はな,None,None,花火,はなび,Fireworks,夏の夜に花火を見るのが好きです。,I like watching fireworks on summer nights.,花見,はなみ,Cherry Blossom Viewing,週末に友達と花見に行く予定だ。,I'm planning to go cherry blossom viewing with friends this weekend.,花,はな,Flower,庭には色とりどりの花が咲いています。,There are colorful flowers blooming in the garden.,,,,,,,,,,,,,,,,"はな,ばな,か,あな","はな,ばな,はね,かめ","はな,か,ふな,ばな",,,,"[{'夏': 'なつ'}, {'夜': 'よる'}, {'花火': 'はなび'}, {'見': 'み'}, {'好': 'す'}]","[{'週末': 'しゅうまつ'}, {'友達': 'ともだち'}, {'花見': 'はなみ'}, {'行': 'い'}, {'予定': 'よてい'}]","[{'庭': 'にわ'}, {'色': 'いろ'}, {'花': 'はな'}, {'咲': 'さ'}]",,,,4
70,右,None,みぎ,None,None,右手,みぎて,Right hand,試験の時、右手で答えを書いた。,"During the exam, I wrote the answers with my right hand.",右目,みぎめ,Right eye,彼女は右目でウィンクした。,She winked with her right eye.,右,みぎ,Right,出口を出たら、右に曲がってください。,"After you exit, please turn right.",,,,,,,,,,,,,,,,"みぎ,ひだり,みる,きれ","みぎ,ひだり,さし,もと","みぎ,ひだり,さし,もと",,,,"[{'試験': 'しけん'}, {'時': 'とき'}, {'右手': 'みぎて'}, {'答': 'こた'}, {'書': 'か'}]","[{'彼女': 'かのじょ'}, {'右目': 'みぎめ'}]","[{'出口': 'でぐち'}, {'出': 'で'}, {'右': 'みぎ'}, {'曲': 'ま'}]",,,,4
71,左,None,ひだり,None,None,左手,ひだりて,Left hand,昨日は左手でラーメンを食べてみたけど、ちょっと難しかった。,"Yesterday, I tried eating ramen with my left hand, but it was a bit difficult.",左目,ひだりめ,Left eye,左目が少し見えづらいです。,My left eye is a little blurry.,左,ひだり,Left,次の角を左に曲がってください。,Please turn left at the next corner.,,,,,,,,,,,,,,,,"ひだり, ひたり, ひだる, ひだれ","ひだり, ひたり, ひだる, ひだれ","ひだり, ひたり, ひだる, ひだれ",,,,"[{'昨日': 'きのう'}, {'左手': 'ひだりて'}, {'食': 'た'}, {'難': 'むずか'}]","[{'左': 'ひだり'}, {'目': 'め'}, {'少': 'すこ'}, {'見': 'み'}]","[{'次': 'つぎ'}, {'角': 'かど'}, {'左': 'ひだり'}, {'曲': 'ま'}]",,,,4
72,休,None,やす,None,None,休み,やすみ,"Holiday, Rest, Break",次の休みには何をする予定ですか？,What do you plan to do on your next day off?,休む,やすむ,To rest,今日は疲れているので、早く休むことにします。,"I’m tired today, so I’m going to rest early.",,,,,,,,,,,,,,,,,,,,,"やす,やし,やつ,やう","やす,ます,たす,はす",,,,,"[{'次': 'つぎ'}, {'休': 'やす'}, {'何': 'なに'}, {'予定': 'よてい'}]","[{'今日': 'きょう'}, {'疲': 'つか'}, {'早': 'はや'}, {'休': 'やす'}]",,,,,4
73,虫,None,むし,None,None,虫,むし,"Bug, Insect",日本の夏は虫が多いから、虫除けスプレーは必須だよね。,"There are a lot of insects in the summer in Japan, so insect repellent is essential, right?",毛//け//虫,けむし,Caterpillar,公園で散歩していたら、大きな毛虫を見つけた,I found a big caterpillar while walking in the park.,虫の音,むしのね,"Insect sounds, Buzz, Bug noise",田舎では、虫の音がよく聞こえます。,"In the countryside, you can clearly hear the sound of insects.",,,,,,,,,,,,,,,,"むし,みし,むさ,むん","むし,もり,まち,むき","むし,む,もう,なか",,,,"[{'日本': 'にほん'}, {'夏': 'なつ'}, {'虫': 'むし'}, {'多': 'おお'}, {'虫': 'むし'}, {'除': 'よ'}, {'必須': 'ひっす'}]","[{'公園': 'こうえん'}, {'散歩': 'さんぽ'}, {'大': 'おお'}, {'毛虫': 'けむし'}, {'見': 'み'}]","[{'田舎': 'いなか'}, {'虫': 'むし'}, {'音': 'ね'}, {'聞': 'き'}]",,,,4
74,夕,None,ゆう,None,None,夕方//がた//,ゆうがた,Evening,夕方にコンビニでお弁当を買いました。,I bought a bento at the convenience store in the evening.,夕食//しょく//,ゆうしょく,Dinner,明日の夕食は友だちと一緒に食べる予定だ。,I plan to have dinner with a friend tomorrow.,夕べ,ゆうべ,Last night,夕べ、映画を見ながら勉強したんだ。,"Last night, I studied while watching a movie.",夕日,ゆうひ,The sunset ,海辺で見る夕日はとても美しいです。,The sunset viewed from the seaside is very beautiful.,,,,,,,,,,,"ゆう,えき,せき,こう","ゆう, よる, ひ, よ","ゆう, よう, せん, う","ゆう, た, せき, う",,,"[{'夕方': 'ゆうがた'}, {'弁当': 'べんとう'}, {'買': 'か'}]","[{'明日': 'あした'}, {'夕食': 'ゆうしょく'}, {'友': 'とも'}, {'一緒': 'いっしょ'}, {'食': 'た'}, {'予定': 'よてい'}]","[{'夕': 'ゆう'}, {'映画': 'えいが'}, {'見': 'み'}, {'勉強': 'べんきょう'}]","[{'海辺': 'うみべ'}, {'見': 'み'}, {'夕日': 'ゆうひ'}, {'美': 'うつく'}]",,,4
75,糸,None,いと,None,None,糸,いと,Thread,友達がくれた青い糸で手作りのブレスレットを作ったよ。,I made a handmade bracelet with the blue thread my friend gave me.,毛//け//糸,けいと,"Wool, Yarn",寒くなってきたから、赤い毛糸の帽子を編んでいるんだ。,"It's getting cold, so I'm knitting a red wool hat.",,,,,,,,,,,,,,,,,,,,,"いと,むし,すじ,かな","いと,あし,こと,せん",,,,,"[{'友達': 'ともだち'}, {'青': 'あお'}, {'糸': 'いと'}, {'手作': 'てづく'}, {'作': 'つく'}]","[{'寒': 'さむ'}, {'赤': 'あか'}, {'毛糸': 'けいと'}, {'帽子': 'ぼうし'}, {'編': 'あ'}]",,,,,4
76,貝,None,かい,None,None,貝,かい,"Shellfish, Shell",彼氏が貝のネックレスを買ってくれたんだ。素敵じゃない?,My boyfriend bought me a shell necklace. Isn’t it nice?,,,,,,,,,,,,,,,,,,,,,,,,,,"かい,がい,あい,さき",,,,,,"[{'彼氏': 'かれし'}, {'貝': 'かい'}, {'買': 'か'}, {'素敵': 'すてき'}]",,,,,,4
77,犬,None,いぬ,None,None,犬,いぬ,Dog,犬を散歩するのは毎日の楽しみです。,Walking the dog is my daily pleasure.,子犬,こいぬ,Puppy,子犬まで買ってあげたのに、結局フラれちゃったんだよ。,"I even bought her a puppy, but in the end, she still dumped me.",,,,,,,,,,,,,,,,,,,,,"いぬ,いぬます,いま,ぬい","いぬ,けん,こい,この",,,,,"[{'犬': 'いぬ'}, {'散歩': 'さんぽ'}, {'毎日': 'まいにち'}, {'楽': 'たの'}]","[{'子犬': 'こいぬ'}, {'買': 'か'}, {'結局': 'けっきょく'}]",,,,,4
78,耳,None,みみ,None,None,耳,みみ,Ear,小さな音が耳に入ってきた。,A small sound caught my ear.,初耳,はつみみ,"First time hearing, New information",それは初耳だよ！,That's news to me!,,,,,,,,,,,,,,,,,,,,,"みみ,めめ,むむ,みゅみゅ","みみ,はつ,みに,まみ",,,,,"[{'小': 'ちい'}, {'音': 'おと'}, {'耳': 'みみ'}, {'入': 'はい'}]",[{'初耳': 'はつみみ'}],,,,,4
79,国,None,くに,None,None,国,くに,Country,日本は美しい国です。 ,Japan is a beautiful country.,,,,,,,,,,,,,,,,,,,,,,,,,,"くに,ぶに,くの,くえ",,,,,,"[{'日本': 'にほん'}, {'美': 'うつく'}, {'国': 'くに'}]",,,,,,4
80,会,None,あ,None,None,会う,あう,To meet,会いたいです。,I want to see you.,,,,,,,,,,,,,,,,,,,,,,,,,,"あ,い,お,わ",,,,,,[{'会': 'あ'}],,,,,,4
81,同,None,おな,None,None,同じ,おなじ,Same,食べ物の値段は毎年同じじゃないみたいだ。,The price of food doesn't seem to stay the same every year.,,,,,,,,,,,,,,,,,,,,,,,,,,"おな,どう,じ,あい",,,,,,"[{'食': 'た'}, {'物': 'もの'}, {'値': 'ね'}, {'段': 'だん'}, {'毎年': 'まいとし'}, {'同': 'おな'}]",,,,,,5
82,長,None,なが,None,None,長い,ながい,Long,昨日の会議はとても長かったね。少し疲れたよ。,Yesterday's meeting was very long. I’m a bit tired.,,,,,,,,,,,,,,,,,,,,,,,,,,"なが,ながい,ちょう,あさ",,,,,,"[{'昨日': 'きのう'}, {'会議': 'かいぎ'}, {'長': 'なが'}, {'少': 'すこ'}, {'疲': 'つか'}]",,,,,,5
83,自,None,みずか,None,None,自ら,みずから,"Oneself, Myself",リーダーは自ら行動で示すべきです。,A leader should set an example through their own actions.,,,,,,,,,,,,,,,,,,,,,,,,,,"みずか,じ,みな,みじか",,,,,,"[{'自': 'みずか'}, {'行動': 'こうどう'}, {'示': 'しめ'}]",,,,,,5
84,時,None,とき,None,None,時,とき,Time,休みの時に、何をしますか？,What do you do during your break time?,時々,ときどき,Sometimes,時々、新しいレストランを試すのが好きです。,I like to try new restaurants sometimes.,,,,,,,,,,,,,,,,,,,,,"とき,とく,じ,し","とき,とうき,じ,ちょく",,,,,"[{'休': 'やす'}, {'時': 'とき'}, {'何': 'なに'}]","[{'時々': 'ときどき'}, {'新': 'あたら'}, {'試': 'ため'}, {'好': 'す'}]",,,,,5
85,行,None,い,ゆ,おこな,行く,いく,To go,明日、東京に行きます。,I will go to Tokyo tomorrow.,行う,おこなう,"To carry out, To perform",会社で重要な会議が行われます。,An important meeting will be held at the company.,,,,,,,,,,,,,,,,,,,,,"い,わ,ぎ,あい","おこな, おこ, い, し",,,,,"[{'明日': 'あした'}, {'東京': 'とうきょう'}, {'行': 'い'}]","[{'会社': 'かいしゃ'}, {'重要': 'じゅうよう'}, {'会議': 'かいぎ'}, {'行': 'おこな'}]",,,,,5
86,社,None,やしろ,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
87,内,None,うち,None,None,内,うち,"Inside, Within, Among",三人の内で彼が一番速く走れます。,"Among the three, he can run the fastest.",,,,,,,,,,,,,,,,,,,,,,,,,,"うち,なか,そと,まえ",,,,,,"[{'三人': 'さんにん'}, {'内': 'うち'}, {'彼': 'かれ'}, {'一番': 'いちばん'}, {'速': 'はや'}, {'走': 'はし'}]",,,,,,5
88,分,None,わ,わか,None,分かる,わかる,To understand,日本語が分かりますか？,Do you understand Japanese?,分ける,わける,"To divide, To separate",ケーキをみんなで分けましょう。,Let’s share the cake with everyone.,,,,,,,,,,,,,,,,,,,,,"わ,ふん,ぶん,ぶ","わ,あわ,ふ,ぶ",,,,,"[{'日本語': 'にほんご'}, {'分': 'わ'}]",[{'分': 'わ'}],,,,,5
89,後,None,あと,うし,None,後,あと," After, Later, Behind",学校の後、映画を見に行きました。,"After school, I went to see a movie.",後ろ,うしろ,Behind,彼は私の後ろに立っていました。,He was standing behind me.,,,,,,,,,,,,,,,,,,,,,"あと,まえ,ご,いと","うし,むし,めし,やし",,,,,"[{'学校': 'がっこう'}, {'後': 'あと'}, {'映画': 'えいが'}, {'見': 'み'}, {'行': 'い'}]","[{'彼': 'かれ'}, {'私': 'わたし'}, {'後': 'うし'}, {'立': 'た'}]",,,,,5
90,前,None,まえ,None,None,前,まえ,"Before, Former, Previous",試合は午前9時前に始まります。,The game begins before 9 A.M.,手前,てまえ,"In front of, Just before",駅の手前で降りてください。,Please get off just before the station.,,,,,,,,,,,,,,,,,,,,,"まえ,ぜん,あと,うしろ","まえ,まい,えま,まえん",,,,,"[{'試合': 'しあい'}, {'午前': 'ごぜん'}, {'時': 'じ'}, {'前': 'まえ'}, {'始': 'はじ'}]","[{'駅': 'えき'}, {'手前': 'てまえ'}, {'降': 'お'}]",,,,,5
91,地,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
92,米,None,こめ,None,None,米,こめ,"Uncooked rice, Rice",お米はアジアの食事の基本だよね。,Rice is the staple of Asian diets,,,,,,,,,,,,,,,,,,,,,,,,,,"こめ,よね,まい,なべ",,,,,,"[{'米': 'こめ'}, {'食事': 'しょくじ'}, {'基本': 'きほん'}]",,,,,,5
93,合,None,あ,あい,None,合う,あう,"To match, To suit",この靴は服に合うね。,"These shoes match your clothes, don’t they?",合わせる,あわせる,To join together,彼に意見を合わせるのは難しいです。,It’s hard to align my opinion with his.,気合,きあい,"Motivation, fighting spirit","今日のプレゼンは気合が入っています。(You can also write it as ""気合い"" )",I'm really pumped up for today's presentation.,,,,,,,,,,,,,,,,"あ,おう,あい,おい","あ,ごう,あい,えん","あい,ごう,う,ご",,,,"[{'靴': 'くつ'}, {'服': 'ふく'}, {'合': 'あ'}]","[{'彼': 'かれ'}, {'意見': 'いけん'}, {'合': 'あ'}, {'難': 'むずか'}]","[{'今日': 'きょう'}, {'気合': 'きあい'}, {'入': 'はい'}]",,,,5
94,市,None,いち,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
95,間,None,あいだ,ま,None,間,あいだ,"Between, During, While",雨が降っている間は外に出たくない。,I don’t want to go outside while it’s raining.,間に合う,まにあう,To be in time,電車に間に合った。,I made it in time for the train.,この間,このあいだ,The other day,この間、駅で偶然先生に会ったんだ。,"The other day, I happened to run into my teacher at the station.",,,,,,,,,,,,,,,,"あいだ,あか,あお,あべ","ま,まあ,あま,あお","あいだ,かん,じかん,ま",,,,"[{'雨': 'あめ'}, {'降': 'ふ'}, {'間': 'あいだ'}, {'外': 'そと'}, {'出': 'で'}]","[{'電車': 'でんしゃ'}, {'間': 'ま'}, {'合': 'あ'}]","[{'間': 'あいだ'}, {'駅': 'えき'}, {'偶然': 'ぐうぜん'}, {'先生': 'せんせい'}, {'会': 'あ'}]",,,,5
96,方,None,かた,None,None,方,かた,"Way, Method",この機械のやり方を教えてくれませんか？,Can you teach me how to use this machine?,行き方,いきかた,The way to go,駅までの行き方が分かりません。,I don’t know how to get to the station.,方,かた,Person,その方は、私の先生です。(Polite Form),That person is my teacher.,,,,,,,,,,,,,,,,"かた,がた,ほう,え","かた,ほう,へん,みち","かた,がた,ほう,え",,,,"[{'機械': 'きかい'}, {'方': 'かた'}, {'教': 'おし'}]","[{'駅': 'えき'}, {'行': 'い'}, {'方': 'かた'}, {'分': 'わ'}]","[{'方': 'かた'}, {'私': 'わたし'}, {'先生': 'せんせい'}]",,,,5
97,東,None,ひがし,None,None,東,ひがし,East,駅の東口で待ち合わせしようか。,Shall we meet at the east exit of the station?,,,,,,,,,,,,,,,,,,,,,,,,,,"ひがし,にし,ひが,みなみ",,,,,,"[{'駅': 'えき'}, {'東口': 'ひがしぐち'}, {'待': 'ま'}, {'合': 'あ'}]",,,,,,5
98,回,None,まわ,None,None,回る,まわる,"To go arround, To revolve",駅の周りを少し回ってみましょう。,Let’s walk around the area near the station.,回す,まわす,"To turn, To rotate, To spin, To pass around",ドアノブを右に回してください。,Please turn the doorknob to the right.,,,,,,,,,,,,,,,,,,,,,"まわ, もわ, まう, はい","まわ,かわ,やわ,さわ",,,,,"[{'駅': 'えき'}, {'周': 'まわ'}, {'少': 'すこ'}, {'回': 'まわ'}]","[{'右': 'みぎ'}, {'回': 'まわ'}]",,,,,5
